CustomerID,Frequency,Monetary,Recency,Cluster,Segment
14306,2,2093.32,51,0,At-Risk
14307,6,2995.72,89,0,At-Risk
14309,9,2352.53,8,0,At-Risk
14311,1,310.26,243,1,Lost
14312,6,1611.59,47,0,At-Risk
14314,1,120.0,107,0,At-Risk
14315,6,2481.13,45,0,At-Risk
14317,1,508.58000000000004,65,0,At-Risk
14320,2,477.79,207,1,Lost
14321,5,1530.75,11,0,At-Risk
14323,2,605.0600000000001,115,0,At-Risk
14326,1,183.85,242,1,Lost
14327,1,311.65,163,1,Lost
14329,7,5014.84,17,0,At-Risk
14331,2,462.65999999999997,124,0,At-Risk
14332,3,866.31,23,0,At-Risk
14333,1,415.2,68,0,At-Risk
14334,8,2552.21,17,0,At-Risk
14335,2,468.26,16,0,At-Risk
14336,4,1614.91,17,0,At-Risk
14338,2,588.22,161,1,Lost
14339,1,309.52,243,1,Lost
14340,1,134.7,219,1,Lost
14341,8,2182.28,45,0,At-Risk
14342,4,668.5600000000001,21,0,At-Risk
14344,8,889.9300000000001,127,0,At-Risk
14345,1,108.97999999999999,39,0,At-Risk
14346,2,1021.58,121,0,At-Risk
14348,1,409.57,260,1,Lost
14349,1,133.5,10,0,At-Risk
14350,1,282.93,274,1,Lost
14351,1,51.0,165,1,Lost
14352,4,1078.96,157,1,Lost
14353,1,90.6,215,1,Lost
14354,2,163.62,6,0,At-Risk
14355,1,174.4,366,1,Lost
14356,2,701.23,80,0,At-Risk
14357,1,225.77,43,0,At-Risk
14359,3,912.18,19,0,At-Risk
14360,4,2128.23,32,0,At-Risk
14362,1,161.2,22,0,At-Risk
14364,8,3717.35,109,0,At-Risk
14367,16,9261.52,8,3,Loyal
14368,1,155.0,320,1,Lost
14371,1,100.5,295,1,Lost
14373,1,76.55,358,1,Lost
14375,1,257.68,185,1,Lost
14377,2,617.05,191,1,Lost
14379,2,348.1,44,0,At-Risk
14381,1,202.68,52,0,At-Risk
14382,1,626.0699999999999,26,0,At-Risk
14383,3,1247.69,38,0,At-Risk
14385,3,202.11,9,0,At-Risk
14386,1,142.4,297,1,Lost
14387,3,1770.56,33,0,At-Risk
14388,8,3212.84,10,0,At-Risk
14389,2,1043.46,65,0,At-Risk
14390,9,4652.82,10,0,At-Risk
14393,1,67.95,218,1,Lost
14395,9,3507.71,2,0,At-Risk
14396,2,487.99,65,0,At-Risk
14397,19,2612.96,3,3,Loyal
14400,1,574.7,149,1,Lost
14401,13,4051.48,4,0,At-Risk
14403,4,1475.81,130,0,At-Risk
14404,6,1474.32,34,0,At-Risk
14406,1,156.75,119,0,At-Risk
14407,6,2157.73,107,0,At-Risk
14408,7,2606.53,11,0,At-Risk
14409,6,2059.4500000000003,71,0,At-Risk
14410,9,1105.07,92,0,At-Risk
14411,1,1063.0,311,1,Lost
14412,2,770.03,43,0,At-Risk
14413,1,122.7,362,1,Lost
14414,7,1496.98,92,0,At-Risk
14415,13,5900.28,1,0,At-Risk
14416,2,490.22,22,0,At-Risk
14418,3,1937.25,4,0,At-Risk
14419,6,1058.06,11,0,At-Risk
14420,1,387.52,99,0,At-Risk
14421,2,813.11,57,0,At-Risk
14422,6,4263.64,1,0,At-Risk
14423,1,265.2,218,1,Lost
14424,1,322.08,18,0,At-Risk
14426,10,4481.67,24,0,At-Risk
14427,2,363.34000000000003,50,0,At-Risk
14428,5,1244.83,7,0,At-Risk
14431,1,470.36,303,1,Lost
14432,6,2255.51,10,0,At-Risk
14434,6,1372.8,22,0,At-Risk
14436,1,89.06,99,0,At-Risk
14437,1,63.0,366,1,Lost
14438,1,131.9,306,1,Lost
14439,1,2661.24,320,1,Lost
14440,5,2357.6800000000003,8,0,At-Risk
14441,4,1712.89,1,0,At-Risk
14442,2,1589.82,205,1,Lost
14443,4,1420.2,54,0,At-Risk
14446,4,1039.58,1,0,At-Risk
14447,5,1163.23,19,0,At-Risk
14448,2,375.35,9,0,At-Risk
14449,4,907.1,19,0,At-Risk
14450,3,483.25,181,1,Lost
14451,2,662.59,60,0,At-Risk
14452,2,264.44,11,0,At-Risk
14453,1,119.93,190,1,Lost
14456,9,3062.4,5,0,At-Risk
14457,1,113.64,311,1,Lost
14459,1,1837.92,155,1,Lost
14460,3,434.34,110,0,At-Risk
14461,3,2103.06,148,1,Lost
14462,11,2004.02,66,0,At-Risk
14463,3,529.62,98,0,At-Risk
14465,3,1058.6200000000001,247,1,Lost
14466,7,2272.4,29,0,At-Risk
14467,4,598.76,18,0,At-Risk
14470,2,461.19,12,0,At-Risk
14472,8,1936.84,104,0,At-Risk
14473,2,234.34000000000003,74,0,At-Risk
14474,1,547.66,46,0,At-Risk
14475,3,925.85,72,0,At-Risk
14476,1,215.7,257,1,Lost
14477,4,1309.6,20,0,At-Risk
14479,2,316.25,254,1,Lost
14480,1,279.05,11,0,At-Risk
14481,2,636.51,165,1,Lost
14482,6,2068.15,18,0,At-Risk
14483,1,137.1,282,1,Lost
14484,1,321.92,50,0,At-Risk
14485,1,165.75,39,0,At-Risk
14487,6,1196.33,27,0,At-Risk
14488,1,1064.28,68,0,At-Risk
14489,1,463.38,207,1,Lost
14491,2,340.93,175,1,Lost
14493,5,2383.2400000000002,7,0,At-Risk
14494,1,139.56,26,0,At-Risk
14495,2,123.8,51,0,At-Risk
14496,2,538.8100000000001,312,1,Lost
14497,1,475.37,309,1,Lost
14498,5,1957.32,43,0,At-Risk
14499,3,815.32,26,0,At-Risk
14500,3,356.85,88,0,At-Risk
14501,2,251.21,184,1,Lost
14502,11,2470.67,20,0,At-Risk
14503,6,3543.26,3,0,At-Risk
14504,4,673.26,47,0,At-Risk
14505,8,5905.64,17,0,At-Risk
14506,5,2012.17,17,0,At-Risk
14507,6,1383.18,24,0,At-Risk
14508,2,276.42,22,0,At-Risk
14511,5,1314.81,11,0,At-Risk
14512,2,275.28,188,1,Lost
14513,3,455.59000000000003,101,0,At-Risk
14514,3,1055.35,61,0,At-Risk
14515,6,2102.09,18,0,At-Risk
14517,2,330.45,33,0,At-Risk
14518,1,174.37,64,0,At-Risk
14520,2,270.6,2,0,At-Risk
14522,4,974.54,24,0,At-Risk
14523,1,241.09,108,0,At-Risk
14524,9,1867.68,32,0,At-Risk
14525,9,4332.2,20,0,At-Risk
14527,55,8508.82,3,3,Loyal
14528,1,364.21999999999997,37,0,At-Risk
14529,3,620.04,60,0,At-Risk
14530,6,2925.91,26,0,At-Risk
14532,4,932.85,236,1,Lost
14533,7,1949.72,25,0,At-Risk
14534,18,4447.05,3,3,Loyal
14535,3,2864.19,60,0,At-Risk
14536,1,171.8,260,1,Lost
14537,1,355.56,58,0,At-Risk
14538,2,388.25,65,0,At-Risk
14539,2,537.48,16,0,At-Risk
14540,3,996.26,10,0,At-Risk
14541,8,1461.65,59,0,At-Risk
14542,1,103.25,186,1,Lost
14543,16,3630.33,29,3,Loyal
14544,2,2024.45,24,0,At-Risk
14546,5,2578.09,5,0,At-Risk
14547,8,4007.54,4,0,At-Risk
14548,2,652.8,151,1,Lost
14549,1,289.24,311,1,Lost
14550,2,765.62,11,0,At-Risk
14551,2,186.23,18,0,At-Risk
14552,1,165.07,152,1,Lost
14553,5,859.27,19,0,At-Risk
14554,4,2381.04,10,0,At-Risk
14555,2,324.14,57,0,At-Risk
14557,1,788.38,85,0,At-Risk
14560,22,2237.77,7,3,Loyal
14561,3,1080.76,76,0,At-Risk
14562,18,5074.77,4,3,Loyal
14565,4,3099.12,96,0,At-Risk
14566,1,1432.0,111,0,At-Risk
14567,2,1530.3600000000001,57,0,At-Risk
14569,1,227.39,1,0,At-Risk
14570,2,218.06,281,1,Lost
14572,7,2832.84,3,0,At-Risk
14573,9,1653.42,180,1,Lost
14576,1,35.400000000000006,372,1,Lost
14577,4,859.71,13,0,At-Risk
14578,1,168.63,3,0,At-Risk
14581,1,138.6,17,0,At-Risk
14582,1,114.11,41,0,At-Risk
14583,5,1052.55,6,0,At-Risk
14584,4,1042.26,169,1,Lost
14585,1,157.05,50,0,At-Risk
14586,1,237.36,277,1,Lost
14587,9,1601.14,19,0,At-Risk
14589,1,39.75,372,1,Lost
14591,4,1447.14,15,0,At-Risk
14592,3,570.46,35,0,At-Risk
14593,3,617.99,22,0,At-Risk
14594,2,379.83,7,0,At-Risk
14595,6,1740.6,20,0,At-Risk
14597,2,883.15,11,0,At-Risk
14598,1,221.97,44,0,At-Risk
14600,1,393.33000000000004,306,1,Lost
14601,1,213.96,11,0,At-Risk
14603,1,660.0,275,1,Lost
14606,93,12156.65,1,3,Loyal
14607,14,16569.5,16,3,Loyal
14608,4,1785.15,4,0,At-Risk
14609,4,601.56,72,0,At-Risk
14616,3,406.08000000000004,243,1,Lost
14618,3,553.44,9,0,At-Risk
14619,1,394.44,246,1,Lost
14620,2,412.78000000000003,206,1,Lost
14621,5,1788.3600000000001,1,0,At-Risk
14622,1,320.58000000000004,185,1,Lost
14623,5,889.25,32,0,At-Risk
14624,2,225.85,57,0,At-Risk
14625,2,899.63,196,1,Lost
14626,4,2791.27,24,0,At-Risk
14628,2,671.96,91,0,At-Risk
14629,2,959.01,4,0,At-Risk
14631,3,1006.98,51,0,At-Risk
14632,1,114.56,263,1,Lost
14633,1,344.90000000000003,266,1,Lost
14636,2,609.85,36,0,At-Risk
14638,1,443.6,51,0,At-Risk
14639,6,2984.49,52,0,At-Risk
14640,6,2125.08,24,0,At-Risk
14641,1,110.46,22,0,At-Risk
14642,1,96.12,59,0,At-Risk
14643,2,693.8100000000001,170,1,Lost
14644,2,830.76,68,0,At-Risk
14645,2,597.09,157,1,Lost
14646,73,280206.02,2,2,Champions
14647,1,243.22,201,1,Lost
14649,4,1417.29,5,0,At-Risk
14651,2,654.6,67,0,At-Risk
14652,1,114.18,77,0,At-Risk
14653,7,1947.55,1,0,At-Risk
14655,4,1932.23,8,0,At-Risk
14656,2,291.05,169,1,Lost
14657,4,848.22,18,0,At-Risk
14658,2,247.15,5,0,At-Risk
14659,9,2529.93,9,0,At-Risk
14660,2,285.74,87,0,At-Risk
14661,1,107.95,27,0,At-Risk
14662,4,771.17,29,0,At-Risk
14664,2,637.89,20,0,At-Risk
14665,5,1835.7,61,0,At-Risk
14666,1,195.25,24,0,At-Risk
14667,25,9241.2,11,3,Loyal
14669,3,1269.99,242,1,Lost
14670,2,411.53,280,1,Lost
14672,2,765.55,235,1,Lost
14673,5,1736.4,3,0,At-Risk
14675,1,604.75,16,0,At-Risk
14676,6,2548.2400000000002,31,0,At-Risk
14680,16,28754.11,25,3,Loyal
14681,3,498.95,71,0,At-Risk
14682,2,52.0,188,1,Lost
14684,5,1236.28,26,0,At-Risk
14687,1,628.38,107,0,At-Risk
14688,21,5630.87,8,3,Loyal
14689,1,112.8,209,1,Lost
14690,2,371.7,44,0,At-Risk
14691,5,2114.33,31,0,At-Risk
14692,4,591.55,137,0,At-Risk
14693,1,172.9,265,1,Lost
14696,7,2078.95,4,0,At-Risk
14697,2,188.60999999999999,218,1,Lost
14698,5,1250.76,2,0,At-Risk
14699,1,109.13000000000001,214,1,Lost
14700,3,2235.3,32,0,At-Risk
14701,9,2549.37,11,0,At-Risk
14702,17,3292.14,1,3,Loyal
14703,1,318.17,15,0,At-Risk
14704,9,1546.91,11,0,At-Risk
14705,1,179.0,199,1,Lost
14708,3,1126.37,3,0,At-Risk
14709,13,4921.04,15,0,At-Risk
14710,4,606.13,14,0,At-Risk
14711,11,2868.8,10,0,At-Risk
14712,3,917.07,29,0,At-Risk
14713,11,2666.36,9,0,At-Risk
14714,1,160.19,24,0,At-Risk
14715,4,867.38,25,0,At-Risk
14716,2,329.68,43,0,At-Risk
14719,5,1602.13,2,0,At-Risk
14720,3,663.81,6,0,At-Risk
14722,1,187.92000000000002,147,1,Lost
14723,6,1158.3,10,0,At-Risk
14725,1,718.08,25,0,At-Risk
14727,1,268.58,274,1,Lost
14729,1,313.49,374,1,Lost
14730,8,2005.06,1,0,At-Risk
14731,3,380.02,47,0,At-Risk
14732,8,2702.4900000000002,8,0,At-Risk
14733,12,9585.91,16,3,Loyal
14735,32,6065.69,4,3,Loyal
14737,3,1164.55,4,0,At-Risk
14738,7,1314.45,43,0,At-Risk
14739,7,3902.28,4,0,At-Risk
14740,3,1448.21,197,1,Lost
14741,6,1400.34,12,0,At-Risk
14744,7,1099.98,16,0,At-Risk
14745,5,1220.26,113,0,At-Risk
14747,1,328.2,249,1,Lost
14748,5,1415.75,29,0,At-Risk
14752,1,389.64,44,0,At-Risk
14753,1,563.15,87,0,At-Risk
14754,2,638.05,45,0,At-Risk
14755,11,5010.28,10,0,At-Risk
14756,1,738.96,15,0,At-Risk
14757,1,420.5,75,0,At-Risk
14758,4,1484.06,145,0,At-Risk
14759,3,1625.97,5,0,At-Risk
14760,1,89.2,297,1,Lost
14761,2,255.9,59,0,At-Risk
14762,1,300.52,264,1,Lost
14764,1,278.3,47,0,At-Risk
14765,3,254.11,29,0,At-Risk
14766,6,2473.37,8,0,At-Risk
14768,2,192.60000000000002,17,0,At-Risk
14769,8,10674.75,3,0,At-Risk
14770,2,876.42,232,1,Lost
14772,1,139.26,112,0,At-Risk
14775,3,1011.9,58,0,At-Risk
14776,11,2538.3,51,0,At-Risk
14778,2,730.86,127,0,At-Risk
14779,3,386.15,281,1,Lost
14780,2,447.68,55,0,At-Risk
14782,1,200.10000000000002,320,1,Lost
14784,2,289.99,26,0,At-Risk
14785,2,77.4,10,0,At-Risk
14788,2,679.4399999999999,7,0,At-Risk
14789,1,197.64,29,0,At-Risk
14790,4,745.06,17,0,At-Risk
14792,1,6.2,64,0,At-Risk
14793,1,228.99,21,0,At-Risk
14794,7,1319.91,3,0,At-Risk
14795,1,131.45000000000002,166,1,Lost
14796,17,8022.49,1,3,Loyal
14798,3,173.74,53,0,At-Risk
14799,1,157.7,51,0,At-Risk
14800,12,4339.74,48,0,At-Risk
14801,1,193.14,61,0,At-Risk
14803,3,845.55,162,1,Lost
14804,1,353.27,9,0,At-Risk
14805,4,554.65,15,0,At-Risk
14806,1,193.39000000000001,75,0,At-Risk
14808,8,2741.17,40,0,At-Risk
14810,11,2087.88,41,0,At-Risk
14813,2,155.43,370,1,Lost
14815,2,778.5,37,0,At-Risk
14816,1,271.85,197,1,Lost
14817,2,1110.34,200,1,Lost
14818,3,657.8,74,0,At-Risk
14819,2,272.07,64,0,At-Risk
14820,4,507.29,21,0,At-Risk
14821,1,48.800000000000004,367,1,Lost
14823,3,321.43,180,1,Lost
14824,4,1127.71,10,0,At-Risk
14825,12,2226.91,4,0,At-Risk
14828,3,2139.76,197,1,Lost
14829,4,697.55,29,0,At-Risk
14830,1,197.13,53,0,At-Risk
14834,6,1720.3,18,0,At-Risk
14836,3,102.44999999999999,10,0,At-Risk
14837,4,1649.5,90,0,At-Risk
14840,1,62.85,268,1,Lost
14841,6,3295.76,53,0,At-Risk
14842,4,2824.69,44,0,At-Risk
14844,4,3189.81,64,0,At-Risk
14847,1,309.4,149,1,Lost
14849,25,7930.54,22,3,Loyal
14850,1,325.75,312,1,Lost
14851,2,511.35,23,0,At-Risk
14852,6,2836.69,58,0,At-Risk
14853,2,475.8,24,0,At-Risk
14854,7,2759.83,78,0,At-Risk
14855,2,645.65,119,0,At-Risk
14856,3,1311.3799999999999,36,0,At-Risk
14857,2,1173.12,60,0,At-Risk
14859,4,1353.74,13,0,At-Risk
14860,1,170.32,19,0,At-Risk
14861,1,125.79,52,0,At-Risk
14862,2,841.1999999999999,26,0,At-Risk
14863,1,266.76,29,0,At-Risk
14865,2,52.2,7,0,At-Risk
14866,12,14389.9,11,3,Loyal
14867,3,710.28,186,1,Lost
14868,8,2953.59,3,0,At-Risk
14869,2,725.7,9,0,At-Risk
14870,1,327.25,262,1,Lost
14871,4,522.38,3,0,At-Risk
14873,1,519.68,210,1,Lost
14875,2,1465.3200000000002,108,0,At-Risk
14878,9,1485.54,13,0,At-Risk
14880,3,706.19,77,0,At-Risk
14881,1,255.4,20,0,At-Risk
14882,2,589.7,27,0,At-Risk
14883,6,761.59,19,0,At-Risk
14885,1,765.3199999999999,132,0,At-Risk
14886,1,364.8,253,1,Lost
14887,1,1862.0,79,0,At-Risk
14888,1,369.2,207,1,Lost
14889,1,135.9,336,1,Lost
14890,1,125.65,254,1,Lost
14891,2,554.38,148,1,Lost
14893,2,1237.8500000000001,10,0,At-Risk
14894,1,655.75,85,0,At-Risk
14895,20,11138.710000000001,8,3,Loyal
14896,2,468.77000000000004,205,1,Lost
14897,4,1366.38,8,0,At-Risk
14898,6,1303.52,23,0,At-Risk
14901,9,1421.29,11,0,At-Risk
14902,1,332.66,26,0,At-Risk
14903,5,2810.63,21,0,At-Risk
14904,2,1025.44,2,0,At-Risk
14905,2,616.15,158,1,Lost
14907,7,3501.1,3,0,At-Risk
14908,1,277.8,74,0,At-Risk
14910,4,434.35,3,0,At-Risk
14911,201,143825.06,1,2,Champions
14912,2,867.85,17,0,At-Risk
14913,4,1227.43,36,0,At-Risk
14915,2,307.48,91,0,At-Risk
14916,4,1268.98,71,0,At-Risk
14918,2,1610.15,116,0,At-Risk
14920,2,977.77,213,1,Lost
14921,2,1316.07,30,0,At-Risk
14923,1,749.1,51,0,At-Risk
14924,1,310.05,246,1,Lost
14929,1,223.88,32,0,At-Risk
14930,3,2372.86,109,0,At-Risk
14931,5,1257.68,5,0,At-Risk
14932,1,363.53,366,1,Lost
14934,2,1890.94,82,0,At-Risk
14935,1,1784.71,297,1,Lost
14936,8,8137.02,34,0,At-Risk
14937,3,1621.88,57,0,At-Risk
14944,12,5900.25,30,0,At-Risk
14946,1,100.9,14,0,At-Risk
14947,2,290.82,72,0,At-Risk
14948,6,1101.97,23,0,At-Risk
14950,1,371.2,19,0,At-Risk
14951,1,311.69,79,0,At-Risk
14952,11,8099.49,60,0,At-Risk
14953,1,289.82,25,0,At-Risk
14954,1,336.17,12,0,At-Risk
14957,1,58.49,253,1,Lost
14958,3,499.68,147,1,Lost
14959,4,695.42,64,0,At-Risk
14960,2,221.27,8,0,At-Risk
14961,9,7044.68,11,0,At-Risk
14962,1,126.7,271,1,Lost
14963,5,1487.8,10,0,At-Risk
14964,1,206.21,247,1,Lost
14965,2,599.0,96,0,At-Risk
14966,1,191.32,15,0,At-Risk
14967,1,463.8,50,0,At-Risk
14968,1,147.59,30,0,At-Risk
14970,4,1592.06,68,0,At-Risk
14971,3,1116.57,35,0,At-Risk
14972,1,114.77,128,0,At-Risk
14973,3,1314.45,107,0,At-Risk
14974,1,114.39,37,0,At-Risk
14975,1,279.94,57,0,At-Risk
14976,7,790.86,57,0,At-Risk
14978,5,1931.42,72,0,At-Risk
14981,1,102.12,246,1,Lost
14984,2,213.27,19,0,At-Risk
14985,2,296.75,198,1,Lost
14987,2,326.4,16,0,At-Risk
14988,1,334.54,212,1,Lost
14995,2,233.23000000000002,39,0,At-Risk
14997,3,546.1999999999999,46,0,At-Risk
14998,2,429.87,170,1,Lost
15000,1,490.52,48,0,At-Risk
15002,4,1641.76,116,0,At-Risk
15004,1,1246.32,147,1,Lost
15005,28,6316.57,16,3,Loyal
15006,1,502.09,51,0,At-Risk
15007,1,156.91,159,1,Lost
15009,3,1261.78,12,0,At-Risk
15010,1,308.94,36,0,At-Risk
15012,2,423.04,54,0,At-Risk
15014,2,260.17,43,0,At-Risk
15016,1,170.04,173,1,Lost
15017,1,125.58,34,0,At-Risk
15018,3,496.21000000000004,39,0,At-Risk
15019,1,266.0,267,1,Lost
15021,9,1914.82,9,0,At-Risk
15022,4,905.04,12,0,At-Risk
15023,11,6802.76,3,0,At-Risk
15024,10,1661.33,10,0,At-Risk
15025,1,377.01,33,0,At-Risk
15026,3,469.0,80,0,At-Risk
15027,4,1066.1499999999999,31,0,At-Risk
15028,4,627.13,8,0,At-Risk
15030,2,518.28,72,0,At-Risk
15031,4,668.14,4,0,At-Risk
15032,3,4959.1,256,1,Lost
15033,10,2586.67,5,0,At-Risk
15034,8,4308.61,16,0,At-Risk
15035,1,252.73000000000002,90,0,At-Risk
15036,3,465.55,72,0,At-Risk
15038,6,705.49,59,0,At-Risk
15039,47,19914.44,10,3,Loyal
15041,1,180.35,170,1,Lost
15042,1,135.93,199,1,Lost
15043,1,537.0,31,0,At-Risk
15044,17,7700.2300000000005,19,3,Loyal
15045,2,735.66,152,1,Lost
15046,15,5213.7699999999995,9,3,Loyal
15047,1,343.62,270,1,Lost
15048,4,384.05,65,0,At-Risk
15049,1,121.17000000000002,274,1,Lost
15050,3,1782.09,25,0,At-Risk
15051,3,1391.61,23,0,At-Risk
15052,1,215.78,319,1,Lost
15053,3,697.79,5,0,At-Risk
15054,2,302.1,12,0,At-Risk
15057,2,1489.5,275,1,Lost
15058,11,2124.9900000000002,25,0,At-Risk
15059,9,1337.72,41,0,At-Risk
15060,4,303.09,8,0,At-Risk
15061,48,54534.14,4,3,Loyal
15062,4,987.86,71,0,At-Risk
15063,1,370.79999999999995,213,1,Lost
15065,4,3158.13,38,0,At-Risk
15066,1,893.59,53,0,At-Risk
15067,3,1744.76,78,0,At-Risk
15068,2,553.36,46,0,At-Risk
15069,1,1109.53,179,1,Lost
15070,1,106.2,373,1,Lost
15071,2,982.07,94,0,At-Risk
15073,3,1043.41,10,0,At-Risk
15074,1,748.87,105,0,At-Risk
15075,1,773.03,78,0,At-Risk
15076,1,880.85,173,1,Lost
15078,32,9743.11,7,3,Loyal
15079,4,895.61,213,1,Lost
15081,5,504.8,22,0,At-Risk
15083,1,88.2,257,1,Lost
15087,1,306.94,282,1,Lost
15088,2,1160.07,21,0,At-Risk
15089,6,2420.84,10,0,At-Risk
15090,1,381.32,308,1,Lost
15091,1,480.71,68,0,At-Risk
15092,2,457.81,215,1,Lost
15093,6,4597.02,18,0,At-Risk
15095,4,1370.6,104,0,At-Risk
15096,1,219.39000000000001,43,0,At-Risk
15097,1,248.08,4,0,At-Risk
15098,3,39916.5,182,3,Loyal
15099,1,410.48,84,0,At-Risk
15100,3,876.0,334,1,Lost
15101,2,317.53,9,0,At-Risk
15103,2,703.36,31,0,At-Risk
15104,2,1027.44,197,1,Lost
15105,7,2298.93,18,0,At-Risk
15106,5,1422.52,18,0,At-Risk
15107,6,319.5,311,1,Lost
15108,4,1300.25,142,0,At-Risk
15109,1,484.95,246,1,Lost
15110,4,996.1,24,0,At-Risk
15111,3,1567.48,29,0,At-Risk
15113,3,3609.33,10,0,At-Risk
15114,10,2760.56,30,0,At-Risk
15115,1,340.11,18,0,At-Risk
15116,4,1352.75,18,0,At-Risk
15117,5,1551.78,15,0,At-Risk
15118,1,244.8,134,0,At-Risk
15119,1,266.4,246,1,Lost
15120,1,358.82,134,0,At-Risk
15121,2,457.72,50,0,At-Risk
15122,3,1633.78,114,0,At-Risk
15123,2,2199.31,7,0,At-Risk
15124,2,184.19,23,0,At-Risk
15125,15,11528.48,25,3,Loyal
15127,1,406.53,66,0,At-Risk
15128,4,1471.0,60,0,At-Risk
15129,11,3447.4,50,0,At-Risk
15130,1,330.11,170,1,Lost
15132,5,977.9300000000001,18,0,At-Risk
15133,3,982.42,128,0,At-Risk
15134,8,1387.99,15,0,At-Risk
15135,1,139.05,239,1,Lost
15136,4,1286.7,3,0,At-Risk
15139,2,178.96,240,1,Lost
15140,7,2354.25,52,0,At-Risk
15142,1,498.74,46,0,At-Risk
15143,1,259.45,226,1,Lost
15144,17,6580.44,8,3,Loyal
15145,4,1194.73,4,0,At-Risk
15146,2,1327.16,165,1,Lost
15147,1,623.5,240,1,Lost
15148,1,301.29,11,0,At-Risk
15149,1,520.8000000000001,134,0,At-Risk
15150,10,5314.47,17,0,At-Risk
15152,13,4745.69,10,0,At-Risk
15153,1,329.25,31,0,At-Risk
15154,1,296.42,75,0,At-Risk
15156,3,961.49,1,0,At-Risk
15157,3,1936.07,4,0,At-Risk
15158,1,401.40000000000003,45,0,At-Risk
15159,30,18641.010000000002,2,3,Loyal
15160,1,158.16,357,1,Lost
15163,2,304.47,18,0,At-Risk
15164,3,843.05,69,0,At-Risk
15165,1,487.75,373,1,Lost
15167,1,163.0,321,1,Lost
15168,1,106.56,26,0,At-Risk
15171,1,1289.5,331,1,Lost
15172,5,1624.05,9,0,At-Risk
15174,1,135.75,323,1,Lost
15175,1,224.14,72,0,At-Risk
15178,1,40.5,260,1,Lost
15179,5,2206.95,18,0,At-Risk
15180,1,87.5,367,1,Lost
15181,3,689.4799999999999,66,0,At-Risk
15182,2,622.85,154,1,Lost
15184,2,406.76,29,0,At-Risk
15185,1,310.62,70,0,At-Risk
15186,2,411.41,14,0,At-Risk
15187,16,4777.18,2,3,Loyal
15189,41,16225.39,1,3,Loyal
15192,3,1044.32,120,0,At-Risk
15193,1,499.32,61,0,At-Risk
15194,15,7616.53,3,3,Loyal
15195,1,3861.0,3,0,At-Risk
15197,3,1079.6100000000001,11,0,At-Risk
15198,2,193.64,92,0,At-Risk
15199,4,1268.7,59,0,At-Risk
15201,5,1236.54,87,0,At-Risk
15203,6,1827.8,26,0,At-Risk
15204,1,316.58,357,1,Lost
15205,2,653.24,85,0,At-Risk
15206,4,420.29999999999995,10,0,At-Risk
15208,5,870.12,1,0,At-Risk
15210,1,331.18,225,1,Lost
15211,2,894.4100000000001,60,0,At-Risk
15212,1,101.8,241,1,Lost
15213,2,328.35,319,1,Lost
15214,8,1661.44,2,0,At-Risk
15215,3,734.94,47,0,At-Risk
15216,1,96.6,88,0,At-Risk
15218,11,5756.89,11,0,At-Risk
15219,1,305.75,176,1,Lost
15220,6,1778.96,52,0,At-Risk
15221,1,403.25,366,1,Lost
15222,1,585.0,319,1,Lost
15223,2,755.75,226,1,Lost
15224,2,322.08,358,1,Lost
15225,1,409.40000000000003,234,1,Lost
15226,1,154.41,311,1,Lost
15227,5,1219.4,37,0,At-Risk
15228,4,3386.71,66,0,At-Risk
15230,2,429.6,239,1,Lost
15232,2,612.06,113,0,At-Risk
15234,1,197.0,277,1,Lost
15235,12,2247.51,218,1,Lost
15236,1,321.05,299,1,Lost
15237,4,1412.32,2,0,At-Risk
15238,3,1071.99,29,0,At-Risk
15239,2,780.59,10,0,At-Risk
15240,5,1706.57,45,0,At-Risk
15241,8,1756.44,67,0,At-Risk
15243,1,316.68,74,0,At-Risk
15244,2,631.57,65,0,At-Risk
15245,3,2515.84,134,0,At-Risk
15246,2,514.15,238,1,Lost
15247,1,356.0,122,0,At-Risk
15249,13,6688.46,32,0,At-Risk
15251,11,10484.99,9,0,At-Risk
15252,2,740.78,36,0,At-Risk
15253,5,918.1999999999999,16,0,At-Risk
15254,1,300.36,127,0,At-Risk
15255,1,890.85,67,0,At-Risk
15256,1,98.45,149,1,Lost
15257,1,317.15,283,1,Lost
15258,2,623.16,169,1,Lost
15260,7,1810.77,100,0,At-Risk
15261,1,254.82,135,0,At-Risk
15262,1,178.95000000000002,324,1,Lost
15263,1,156.51,107,0,At-Risk
15264,1,393.74,64,0,At-Risk
15265,2,1506.1200000000001,151,1,Lost
15266,1,119.3,338,1,Lost
15267,5,1717.36,22,0,At-Risk
15269,1,408.8,24,0,At-Risk
15270,7,2379.49,16,0,At-Risk
15271,15,2507.07,7,3,Loyal
15272,2,721.94,57,0,At-Risk
15274,2,716.57,4,0,At-Risk
15275,1,615.14,38,0,At-Risk
15276,1,135.31,66,0,At-Risk
15277,1,255.89999999999998,47,0,At-Risk
15279,1,290.51,355,1,Lost
15280,1,113.12,172,1,Lost
15281,9,2332.15,59,0,At-Risk
15286,1,240.55,50,0,At-Risk
15287,2,486.69,22,0,At-Risk
15288,5,2306.52,43,0,At-Risk
15289,3,939.78,29,0,At-Risk
15290,18,7943.22,5,3,Loyal
15291,15,4668.3,26,3,Loyal
15292,1,180.94,201,1,Lost
15296,6,3672.86,51,0,At-Risk
15297,3,641.94,10,0,At-Risk
