Description,avg_price,total_quantity,num_transactions,num_customers,total_revenue,Cluster,Segment
MINI PLAYING CARDS GYMKHANA,0.4188118811881188,2298,95,90,902.16,0,Budget
MINI PLAYING CARDS SPACEBOY,0.4191240875912408,2718,127,114,1116.36,0,Budget
MINI WOODEN HAPPY BIRTHDAY GARLAND,1.6883333333333335,1699,138,88,2733.07,0,Budget
MINIATURE ANTIQUE ROSE HOOK IVORY,0.829625,2070,230,142,1715.6999999999998,1,Trending
MINT DINER WALL CLOCK,8.483653846153846,365,154,104,3051.5,0,Budget
MINT GREEN ROSE TOWEL,4.65,70,20,19,325.5,0,Budget
MINT KITCHEN SCALES,8.470814332247556,792,304,193,6599.79,1,Trending
MIRROR CORNICE,14.909999999999998,83,55,44,1223.25,0,Budget
MIRROR MOSAIC CANDLE PLATE,1.3641666666666667,151,12,9,120.07,0,Budget
MIRROR MOSAIC GOBLET CANDLE HOLDER,3.59,506,10,9,566.5,0,Budget
MIRROR MOSAIC HURRICANE LAMP,5.566666666666666,286,12,9,584.9,0,Budget
MIRROR MOSAIC T-LIGHT HOLDER,1.51,1533,18,13,715.05,0,Budget
MIRROR MOSAIC T-LIGHT HOLDER ROUND,1.478235294117647,1165,15,12,714.09,0,Budget
MIRROR MOSAIC VOTIVE HOLDER,1.9366666666666668,837,24,21,631.62,0,Budget
MIRRORED DISCO BALL,5.793893129770993,644,129,77,3405.3,0,Budget
MIRRORED DOVE WALL DECORATION,2.2068421052631577,101,18,14,214.13000000000002,0,Budget
MIRRORED WALL ART GENTS,1.56,163,35,29,159.51,0,Budget
MIRRORED WALL ART LADIES,0.8693548387096774,161,30,25,129.15,0,Budget
MIRRORED WALL ART PHOTO FRAMES,4.25,24,10,9,102.0,0,Budget
MIRRORED WALL ART POPPIES,1.0875,275,32,27,274.65,0,Budget
MIRRORED WALL ART SKULLS,1.6875,294,40,37,400.0,0,Budget
MIRRORED WALL ART SNOWFLAKES,0.75,507,45,41,380.25,0,Budget
MIRRORED WALL ART SPLODGES,1.6346153846153846,98,13,12,142.5,0,Budget
MIRRORED WALL ART STARS,1.0999999999999999,348,42,35,360.0,0,Budget
MIRRORED WALL ART TABLE LAMP,1.3292000000000002,67,25,18,75.73,0,Budget
MISTLETOE HEART WREATH CREAM,4.213619047619048,576,103,86,2336.28,0,Budget
MISTLETOE HEART WREATH GREEN,4.239876543209877,838,162,135,3435.6200000000003,1,Trending
MIXED NUTS LIGHT GREEN BOWL,0.5122222222222222,469,27,21,205.28,0,Budget
MOBILE VINTAGE HEARTS,4.9381355932203395,153,58,49,755.2500000000001,0,Budget
MOCK LOBSTER FRIDGE MAGNET,0.49454545454545457,266,22,22,116.62,0,Budget
MODERN FLORAL STATIONERY SET,1.5017204301075269,1219,177,127,1745.05,1,Trending
MONEY BOX BISCUITS DESIGN,1.25,216,45,36,270.0,0,Budget
MONEY BOX CONFECTIONERY DESIGN,1.1904347826086956,137,22,20,141.5,0,Budget
MONEY BOX FIRST ADE DESIGN,1.25,51,13,11,63.75,0,Budget
MONEY BOX FIRST AID DESIGN,1.199,43,10,9,34.32,0,Budget
MONEY BOX HOUSEKEEPING DESIGN,1.1454347826086957,223,46,34,212.88,0,Budget
MONEY BOX KINGS CHOICE DESIGN,1.215625,319,64,49,336.89,0,Budget
MONEY BOX POCKET MONEY DESIGN,1.127142857142857,347,54,46,351.19,0,Budget
MONSTERS STENCIL CRAFT,1.2646428571428572,1398,190,149,1720.42,1,Trending
MOODY BOY  DOOR HANGER,0.6914678899082569,1109,108,73,542.75,0,Budget
MOODY GIRL DOOR HANGER,0.6156774193548388,1427,146,103,686.91,0,Budget
MORE BUTTER METAL SIGN,1.2900900900900902,685,110,84,707.4100000000001,0,Budget
MOROCCAN TEA GLASS,0.8211340206185566,3808,95,69,2761.6,0,Budget
MOTHER'S KITCHEN SPOON REST,4.056610169491526,178,58,45,690.71,0,Budget
MOTORING TISSUE BOX,0.517,1828,153,114,806.76,0,Budget
MOUSE TOY WITH PINK T-SHIRT,3.7654471544715444,335,120,91,1260.05,0,Budget
MOUSEY LONG LEGS SOFT TOY,2.55,29,11,11,73.94999999999999,0,Budget
MR ROBOT SOFT TOY,4.77051282051282,211,39,38,626.45,0,Budget
MRS ROBOT SOFT TOY,4.807142857142857,143,28,27,428.85,0,Budget
MULTI COLOUR SILVER T-LIGHT HOLDER,0.8538461538461538,10279,306,208,8269.45,3,Niche
MULTI HEARTS  STICKERS,0.85,231,36,29,196.35,0,Budget
MULTICOLOUR  CONFETTI IN TUBE,1.5246153846153847,243,13,13,322.71,0,Budget
MULTICOLOUR 3D BALLS GARLAND,2.55,209,48,43,532.9499999999999,0,Budget
MULTICOLOUR HONEYCOMB FAN,0.6794736842105262,1142,57,48,669.12,0,Budget
MULTICOLOUR HONEYCOMB PAPER GARLAND,1.5012820512820513,1010,39,33,1272.8999999999999,0,Budget
MULTICOLOUR RABBIT EGG WARMER,1.0984,205,25,23,194.14999999999998,0,Budget
MULTICOLOUR SPRING FLOWER MUG,0.40437500000000004,2042,63,59,803.74,0,Budget
MUM'S KITCHEN CLOCK,4.766666666666667,104,36,29,471.90000000000003,0,Budget
MUSICAL ZINC HEART DECORATION,0.4850847457627118,2499,113,90,943.93,0,Budget
N0 SINGING METAL SIGN,2.091142857142857,1197,35,30,2523.78,0,Budget
NAMASTE SWAGAT INCENSE,0.2947368421052632,2427,47,30,643.14,0,Budget
NATURAL HANGING QUILTED HEARTS,0.8254166666666667,1432,67,63,1117.28,0,Budget
NATURAL SLATE CHALKBOARD LARGE,4.888235294117647,1452,303,220,6833.200000000001,1,Trending
NATURAL SLATE RECTANGLE CHALKBOARD,1.6542307692307692,2911,309,211,4636.91,1,Trending
NECKLACE+BRACELET SET BLUE HIBISCUS,2.55,20,13,12,51.0,0,Budget
NECKLACE+BRACELET SET FRUIT SALAD,2.55,13,12,12,33.15,0,Budget
NEW BAROQUE BLACK PHOTO ALBUM,5.7250000000000005,26,11,8,115.55,0,Budget
NEW BAROQUE JEWELLERY BOX,7.85,48,20,16,367.6,0,Budget
NEXT DAY CARRIAGE,15.189873417721518,79,79,63,1200.0,0,Budget
NINE DRAWER OFFICE TIDY,14.791935483870967,55,30,29,792.8499999999999,0,Budget
NINJA RABBIT BLACK,1.52,116,21,15,148.29,0,Budget
NINJA RABBIT PINK,1.24,101,17,16,122.45,0,Budget
NO JUNK MAIL METAL SIGN,0.7458620689655172,1785,166,122,1021.23,0,Budget
NO SINGING METAL SIGN,2.082835051546392,4636,384,207,9573.6,1,Trending
NOEL GARLAND PAINTED ZINC,0.44682539682539685,993,61,53,430.22999999999996,0,Budget
NOEL WOODEN BLOCK LETTERS,6.062413793103448,333,114,94,1930.89,0,Budget
NOVELTY BISCUITS CAKE STAND 3 TIER,10.006510067114093,366,143,94,3505.12,0,Budget
NUMBER TILE COTTAGE GARDEN 0,1.95,54,10,10,105.3,0,Budget
NUMBER TILE COTTAGE GARDEN 1,1.95,69,19,18,134.54999999999998,0,Budget
NUMBER TILE COTTAGE GARDEN 2,1.95,67,15,14,130.65,0,Budget
NUMBER TILE COTTAGE GARDEN 3,1.95,52,10,10,101.39999999999999,0,Budget
NUMBER TILE COTTAGE GARDEN 4,1.9499999999999997,55,13,13,107.25,0,Budget
NUMBER TILE COTTAGE GARDEN 5,1.9499999999999997,47,13,12,91.64999999999999,0,Budget
NUMBER TILE COTTAGE GARDEN 6,1.95,54,11,10,105.3,0,Budget
NUMBER TILE COTTAGE GARDEN 7,1.95,51,14,14,99.45,0,Budget
NUMBER TILE COTTAGE GARDEN 8,1.95,52,11,11,101.39999999999999,0,Budget
NUMBER TILE COTTAGE GARDEN 9,1.9499999999999997,56,13,12,109.2,0,Budget
NUMBER TILE COTTAGE GARDEN NO,2.1,52,11,10,109.2,0,Budget
NUMBER TILE VINTAGE FONT 1,1.7133333333333332,72,11,8,88.84,0,Budget
NUMBER TILE VINTAGE FONT 2,1.7315384615384615,79,13,9,102.49,0,Budget
NUMBER TILE VINTAGE FONT 3,1.8079999999999998,83,20,13,110.28999999999999,0,Budget
NUMBER TILE VINTAGE FONT 4,1.6918181818181817,78,11,9,100.53999999999999,0,Budget
NUMBER TILE VINTAGE FONT 5,1.7725,75,16,12,94.69,0,Budget
NUMBER TILE VINTAGE FONT 6,1.7133333333333332,79,12,10,102.49,0,Budget
NUMBER TILE VINTAGE FONT 7,1.7315384615384615,74,13,8,92.74,0,Budget
NUMBER TILE VINTAGE FONT 8,1.6918181818181817,66,11,8,77.14,0,Budget
NURSE'S BAG SOFT TOY,8.95,68,27,24,608.5999999999999,0,Budget
"NURSERY A,B,C PAINTED LETTERS",5.890298507462687,192,67,57,859.2,0,Budget
OCEAN SCENT CANDLE IN JEWELLED BOX,4.0116000000000005,968,75,54,1749.94,0,Budget
OFFICE MUG WARMER BLACK+SILVER,3.1492,1054,93,61,2925.5,0,Budget
OFFICE MUG WARMER CHOC+BLUE,3.0381250000000004,517,93,58,1434.0900000000001,0,Budget
OFFICE MUG WARMER PINK,2.8417857142857144,553,54,41,1482.89,0,Budget
OFFICE MUG WARMER POLKADOT,3.0138775510204083,503,93,61,1454.9900000000002,0,Budget
OPEN CLOSED METAL SIGN,4.944215116279071,1577,341,263,7311.360000000001,1,Trending
OPIUM SCENTED VOTIVE CANDLE,0.2633333333333333,840,18,14,203.27999999999997,0,Budget
ORANGE SCENTED SET/9 T-LIGHTS,0.8577611940298507,573,66,49,471.45,0,Budget
ORANGE TV TRAY TABLE,2.2375,461,24,17,908.15,0,Budget
ORANGE VOTIVE CANDLE,0.2708,1032,25,20,257.03999999999996,0,Budget
ORGANISER WOOD ANTIQUE WHITE,8.488666666666667,139,75,69,1171.3,0,Budget
ORIGAMI JASMINE INCENSE/CANDLE SET,1.0763888888888888,455,36,33,422.54999999999995,0,Budget
ORIGAMI LAVENDER INCENSE/CANDL SET,1.1511363636363636,363,43,37,344.34999999999997,0,Budget
ORIGAMI ROSE INCENSE IN TUBE,0.8672727272727272,532,11,10,257.88,0,Budget
ORIGAMI ROSE INCENSE/CANDLE SET,1.108695652173913,387,44,35,366.34999999999997,0,Budget
ORIGAMI SANDLEWOOD INCENSE/CAND SET,1.0035714285714286,365,42,33,329.05,0,Budget
ORIGAMI VANILLA INCENSE/CANDLE SET,1.1079999999999999,270,24,21,244.89999999999998,0,Budget
OVAL  MINI PORTRAIT FRAME,1.944,323,46,40,627.4499999999999,0,Budget
OVAL WALL MIRROR DIAMANTE,9.848305084745762,121,58,41,1059.95,0,Budget
OVEN MITT APPLES DESIGN,1.5488505747126438,1298,172,135,1850.66,1,Trending
OVERNIGHT BAG VINTAGE ROSE PAISLEY,4.95,244,82,59,1207.8000000000002,0,Budget
OWL DOORSTOP,4.948644067796611,489,117,81,2339.19,0,Budget
OYSTER TRINKET BOX,2.9219999999999997,48,13,12,87.12,0,Budget
PACK 20 ENGLISH ROSE PAPER NAPKINS,0.8461818181818181,481,54,51,388.69,0,Budget
PACK 3 BOXES BIRD PANETTONE,2.551428571428571,177,14,11,340.33,0,Budget
PACK 3 BOXES BIRD PANNETONE,2.012857142857143,2088,140,110,3862.9999999999995,1,Trending
PACK 3 BOXES CHRISTMAS PANETTONE,2.495,39,12,9,95.67,0,Budget
PACK 3 BOXES CHRISTMAS PANNETONE,2.10495652173913,1532,110,92,2869.1,0,Budget
PACK 3 FIRE ENGINE/CAR PATCHES,1.25,76,11,11,95.0,0,Budget
PACK 3 IRON ON DOG PATCHES,1.2965384615384616,191,26,26,239.96,0,Budget
PACK 6 HEART/ICE-CREAM PATCHES,1.2845714285714287,269,34,32,338.67,0,Budget
PACK OF 12 50'S CHRISTMAS TISSUES,0.3891025641025641,3419,144,127,1272.9299999999998,1,Trending
PACK OF 12 BLUE PAISLEY TISSUES,0.352258064516129,2223,124,98,712.7299999999999,0,Budget
PACK OF 12 CHRISTMAS FUN CARDS,2.95,49,13,13,144.55,0,Budget
PACK OF 12 CIRCUS PARADE TISSUES,0.33285714285714285,2024,69,61,618.42,0,Budget
PACK OF 12 COLOURED PENCILS,0.8557635467980296,3910,200,162,3130.8399999999997,1,Trending
PACK OF 12 DOLLY GIRL TISSUES,0.38999999999999996,1203,80,69,469.16999999999996,0,Budget
PACK OF 12 HEARTS DESIGN TISSUES,0.3338227146814404,8569,354,262,2550.29,1,Trending
PACK OF 12 LONDON TISSUES,0.3261209068010075,25345,382,195,7266.71,3,Niche
PACK OF 12 PAISLEY PARK TISSUES,0.39,1617,95,88,630.63,0,Budget
PACK OF 12 PINK PAISLEY TISSUES,0.3540740740740741,3309,157,123,1003.9499999999999,1,Trending
PACK OF 12 PINK POLKADOT TISSUES,0.33987261146496817,3985,155,118,1129.79,1,Trending
PACK OF 12 RED APPLE TISSUES,0.38862745098039214,1175,50,49,428.01,0,Budget
PACK OF 12 RED RETROSPOT TISSUES,0.3281349206349206,6523,250,192,2003.3099999999997,1,Trending
PACK OF 12 SKULL TISSUES,0.32366666666666666,5166,173,129,1506.24,1,Trending
PACK OF 12 SPACEBOY TISSUES,0.3462285714285714,2957,170,132,961.29,1,Trending
PACK OF 12 STICKY BUNNIES,0.65,772,77,75,501.8,0,Budget
PACK OF 12 SUKI TISSUES,0.341070110701107,7346,259,182,2083.58,1,Trending
PACK OF 12 TRADITIONAL CRAYONS,0.43211180124223597,9314,318,232,3754.89,1,Trending
PACK OF 12 VINTAGE CHRISTMAS TISSUE,0.389406779661017,2642,113,104,1000.14,0,Budget
PACK OF 12 VINTAGE DOILY TISSUES,0.3892553191489362,2087,92,85,783.6899999999999,0,Budget
PACK OF 12 VINTAGE LEAF TISSUES,0.38895522388059706,1487,64,59,549.6899999999999,0,Budget
PACK OF 12 WOODLAND TISSUES,0.3362051282051282,5295,190,143,1512.9299999999998,1,Trending
PACK OF 20 NAPKINS PANTRY DESIGN,0.850637168141593,6102,533,357,4966.32,3,Niche
PACK OF 20 NAPKINS RED APPLES,0.8478086419753086,4234,313,212,3330.64,1,Trending
PACK OF 20 SKULL PAPER NAPKINS,0.8465402843601896,2068,205,130,1675.24,1,Trending
PACK OF 20 SPACEBOY NAPKINS,0.8474782608695651,1488,114,82,1150.3799999999999,0,Budget
PACK OF 6 BIRDY GIFT TAGS,1.2588529411764706,6062,319,241,7149.7,1,Trending
PACK OF 6 COCKTAIL PARASOL STRAWS,0.41625,2465,87,81,960.42,0,Budget
PACK OF 6 HANDBAG GIFT BOXES,2.55,529,77,73,1348.9499999999998,0,Budget
PACK OF 6 LARGE FRUIT STRAWS,0.6476923076923077,2156,116,97,1276.33,0,Budget
PACK OF 6 PANETTONE GIFT BOXES,2.69,226,14,14,513.91,0,Budget
PACK OF 6 PANNETONE GIFT BOXES,2.571267605633803,2015,139,117,4982.68,1,Trending
PACK OF 6 SANDCASTLE FLAGS ASSORTED,0.8524840764331211,2397,152,120,1973.75,1,Trending
PACK OF 6 SKULL PAPER CUPS,0.6476315789473684,2050,147,106,1254.74,0,Budget
PACK OF 6 SKULL PAPER PLATES,0.8401342281879194,2194,147,101,1663.3,0,Budget
PACK OF 6 SMALL FRUIT STRAWS,0.418695652173913,1648,79,69,657.6,0,Budget
PACK OF 6 SWEETIE GIFT BOXES,2.5691139240506327,1029,77,73,2496.7599999999998,0,Budget
PACK OF 60 DINOSAUR CAKE CASES,0.5584098939929328,12134,529,287,5934.68,3,Niche
PACK OF 60 MUSHROOM CAKE CASES,0.552318339100346,4967,276,181,2513.13,1,Trending
PACK OF 60 PINK PAISLEY CAKE CASES,0.551399416909621,24264,669,410,11629.7,3,Niche
PACK OF 60 SPACEBOY CAKE CASES,0.5527619047619048,8103,407,270,4131.6900000000005,1,Trending
PACK OF 72 RETROSPOT CAKE CASES,0.5482116104868914,33693,1029,635,16394.53,3,Niche
PACK OF 72 SKULL CAKE CASES,0.5406849315068494,14309,499,295,6859.31,3,Niche
PACK OF SIX LED TEA LIGHTS,2.913204419889503,1729,174,132,4849.01,1,Trending
PACK/12 BLUE FOLKART CARDS,2.95,22,18,16,64.9,0,Budget
PACK/12 XMAS FUN CARD,2.95,34,10,10,100.30000000000001,0,Budget
PACKING CHARGE,7.5,14,14,9,105.0,0,Budget
PAINT YOUR OWN CANVAS SET,1.700222222222222,2354,176,125,3740.58,1,Trending
PAINTED LIGHTBULB STAR+ MOON,0.41375,108,15,14,42.96,0,Budget
PAINTED METAL HEART WITH HOLLY BELL,0.7479220779220779,1196,69,61,687.9799999999999,0,Budget
PAINTED METAL PEARS ASSORTED,1.6926243093922653,4476,352,259,7491.4,1,Trending
PAINTED METAL STAR WITH HOLLY BELLS,0.5964935064935065,1450,73,63,698.0,0,Budget
PAINTED PINK RABBIT,0.8499999999999999,318,43,41,270.29999999999995,0,Budget
PAINTED YELLOW WOODEN DAISY,0.85,271,32,32,230.35,0,Budget
PAIR PADDED HANGERS PINK CHECK,3.6772727272727277,57,11,11,194.55,0,Budget
PAISLEY PARK CARD,0.4175,348,24,23,141.84,0,Budget
PAISLEY PATTERN  STICKERS,0.85,104,16,16,88.39999999999999,0,Budget
PANDA AND BUNNIES STICKER SHEET,0.85,372,57,43,316.2,0,Budget
PANTRY 3 HOOK ROLLING PIN HANGER,3.75,202,51,47,757.5,0,Budget
PANTRY APPLE CORER,1.4473684210526316,436,72,58,603.4,0,Budget
PANTRY CHOPPING BOARD,4.92,1138,43,39,5695.86,0,Budget
PANTRY HOOK BALLOON WHISK,2.08,196,31,29,407.68,0,Budget
PANTRY HOOK SPATULA,2.08,154,26,24,320.32,0,Budget
PANTRY HOOK TEA STRAINER,2.08,160,28,26,332.8,0,Budget
PANTRY KITCHEN THERMOMETER,1.25,88,22,21,110.0,0,Budget
PANTRY MAGNETIC  SHOPPING LIST,1.4803367875647668,3067,374,259,4346.99,1,Trending
PANTRY PASTRY BRUSH,1.3145578231292518,1045,146,120,1308.3,0,Budget
PANTRY ROLLING PIN,3.7522727272727274,2407,197,153,9184.279999999999,1,Trending
PANTRY SCRUBBING BRUSH,1.6742914979757084,2289,242,198,3661.8899999999994,1,Trending
PANTRY WASHING UP BRUSH,1.4955271565495207,3920,304,225,5795.86,1,Trending
PAPER BUNTING COLOURED LACE,2.905555555555556,1698,169,115,4683.1,1,Trending
PAPER BUNTING PAISLEY PARK,2.9100000000000006,248,28,28,667.6,0,Budget
PAPER BUNTING RETROSPOT,2.904694589877836,6879,567,325,18791.890000000003,3,Niche
PAPER BUNTING VINTAGE PAISLEY,2.934699453551913,1190,180,142,3398.5000000000005,1,Trending
PAPER BUNTING VINTAGE PARTY,2.9313953488372095,421,42,40,1177.95,0,Budget
PAPER BUNTING WHITE LACE,2.880566037735849,3779,257,155,10264.050000000001,1,Trending
PAPER CHAIN KIT EMPIRE,2.9071801566579634,4893,374,277,13435.150000000001,3,Niche
PAPER CHAIN KIT LONDON,2.974878048780488,438,81,68,1246.94,0,Budget
PAPER CHAIN KIT RETROSPOT,2.9532142857142856,4307,444,294,12043.210000000001,3,Niche
PAPER CHAIN KIT SKULLS,2.9283783783783788,507,73,62,1415.65,0,Budget
PAPER LANTERN 5 POINT SEQUIN STAR,5.75,50,21,21,287.5,0,Budget
PAPER LANTERN 5 POINT STAR MOON,4.15,106,18,17,439.90000000000003,0,Budget
PAPER LANTERN 7 POINT SNOW STAR,6.65,99,25,25,658.35,0,Budget
PAPER LANTERN 9 POINT DELUXE STAR,6.623529411764706,347,34,31,2091.55,0,Budget
PAPER LANTERN 9 POINT HOLLY STAR L,6.25,69,16,15,431.25,0,Budget
PAPER LANTERN 9 POINT HOLLY STAR S,4.15,85,19,19,352.75,0,Budget
PAPER LANTERN 9 POINT SNOW STAR,4.9,480,64,59,2289.6,0,Budget
PAPER POCKET TRAVELING FAN,0.13692307692307693,6419,91,70,697.0600000000001,0,Budget
PAPERWEIGHT CHILDHOOD MEMORIES,2.3629032258064515,261,30,24,410.71999999999997,0,Budget
PAPERWEIGHT HOME SWEET HOME,1.5977777777777777,146,18,18,186.05999999999997,0,Budget
PAPERWEIGHT KINGS CHOICE,1.61375,160,16,16,190.79999999999998,0,Budget
PAPERWEIGHT SAVE THE PLANET,1.9886111111111109,329,36,36,596.91,0,Budget
PAPERWEIGHT VINTAGE COLLAGE,1.9869999999999999,487,49,43,617.38,0,Budget
PAPERWEIGHT VINTAGE PAISLEY,1.3153333333333335,134,15,15,130.26,0,Budget
PARISIENNE CURIO CABINET,7.453804347826087,472,183,134,3444.8,1,Trending
PARISIENNE JEWELLERY DRAWER,7.4600888888888885,765,225,154,5399.02,1,Trending
PARISIENNE KEY CABINET,5.713800904977376,664,219,157,3685.2,1,Trending
PARISIENNE SEWING BOX,12.281600000000001,296,124,80,3464.8,0,Budget
PARLOUR CERAMIC WALL HOOK,4.144666666666667,448,72,56,1840.0000000000002,0,Budget
PARTY CHARMS 50 PIECES,0.8204040404040404,2093,94,89,1554.31,0,Budget
PARTY CONE CHRISTMAS DECORATION,0.8485714285714285,1505,88,78,1260.53,0,Budget
PARTY CONES CANDY ASSORTED,1.2368055555555555,1729,72,62,2042.69,0,Budget
PARTY CONES CANDY TREE DECORATION,0.836551724137931,696,28,27,557.28,0,Budget
PARTY CONES CARNIVAL ASSORTED,1.2409523809523808,402,20,20,479.7,0,Budget
PARTY FOOD SHOPPER BAG,1.2445714285714287,314,34,31,373.5,0,Budget
PARTY INVITES BALLOON GIRL,0.85,356,53,47,302.59999999999997,0,Budget
PARTY INVITES DINOSAURS,0.8500000000000001,573,77,67,487.04999999999995,0,Budget
PARTY INVITES FOOTBALL,0.8499999999999999,412,52,49,350.2,0,Budget
PARTY INVITES JAZZ HEARTS,0.8692592592592592,483,81,64,412.10999999999996,0,Budget
PARTY INVITES SPACEMAN,0.85,501,61,55,425.84999999999997,0,Budget
PARTY INVITES WOODLAND,0.8641304347826086,1049,87,68,855.77,0,Budget
PARTY METAL SIGN,1.4867624020887726,3335,371,236,4708.2699999999995,1,Trending
PARTY PIZZA DISH BLUE POLKADOT,0.5409090909090909,972,41,29,318.47999999999996,0,Budget
PARTY PIZZA DISH GREEN POLKADOT,0.5444117647058823,885,32,23,309.69,0,Budget
PARTY PIZZA DISH PINK POLKADOT,0.577659574468085,1049,46,34,373.31,0,Budget
PARTY PIZZA DISH RED RETROSPOT,0.55046875,1705,63,48,744.91,0,Budget
PARTY TIME DESIGN FLANNEL,0.8081818181818182,72,11,8,58.9,0,Budget
PARTY TIME PENCIL ERASERS,0.23562499999999997,1261,78,61,265.51,0,Budget
PASTEL COLOUR HONEYCOMB FAN,0.626140350877193,873,56,50,531.6899999999999,0,Budget
PEACE SMALL WOOD LETTERS,6.75,25,21,19,168.75,0,Budget
PEACE WOODEN BLOCK LETTERS,6.15509090909091,348,103,82,1731.3600000000001,0,Budget
PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1.6665925925925924,1380,132,97,2234.6699999999996,0,Budget
PEARLISED IVORY HEART LARGE,1.6388888888888888,415,36,32,651.15,0,Budget
PEARLISED IVORY HEART SMALL,1.2429999999999999,217,27,23,266.21,0,Budget
PEG BAG APPLES DESIGN,2.5942666666666665,1398,220,144,3356.77,1,Trending
PENCIL CASE LIFE IS BEAUTIFUL,3.0556,472,93,72,1368.2,0,Budget
PENNY FARTHING BIRTHDAY CARD,0.4309090909090909,2915,185,124,1203.49,1,Trending
PENS ASSORTED FUNKY JEWELED,0.20811764705882355,4933,84,63,984.73,0,Budget
PENS ASSORTED FUNNY FACE,0.2291907514450867,9146,171,123,2320.58,1,Trending
PENS ASSORTED SPACEBALL,0.27347107438016527,5636,118,89,1219.8799999999999,1,Trending
PERIWINKLE T-LIGHT HOLDER,1.25,36,10,8,45.0,0,Budget
PETIT TRAY CHIC,1.7276470588235295,1007,117,89,1629.83,0,Budget
PHARMACIE FIRST AID TIN,6.732736842105263,483,94,71,3220.81,0,Budget
PHOTO CLIP LINE,1.2845714285714287,207,31,16,259.96,0,Budget
PHOTO CUBE,1.7254494382022472,2688,169,104,4032.5599999999995,1,Trending
PHOTO FRAME 3 CLASSIC HANGING,9.896046511627905,554,212,146,5377.45,1,Trending
PHOTO FRAME CORNICE,2.955,3206,454,278,9365.78,1,Trending
PHOTO FRAME LINEN AND LACE LARGE,3.7275609756097565,208,41,39,771.72,0,Budget
PHOTO FRAME LINEN AND LACE SMALL,2.08,310,59,53,644.8000000000001,0,Budget
PICNIC BASKET WICKER LARGE,9.779806949806948,1194,257,187,10818.9,1,Trending
PICNIC BASKET WICKER SMALL,5.810970464135021,1427,232,175,7746.700000000001,1,Trending
PICNIC BOXES SET OF 3 RETROSPOT,4.9325,775,118,85,3612.25,0,Budget
PICTURE DOMINOES,1.5164,2992,244,195,4237.04,1,Trending
PICTURE FRAME WOOD TRIPLE PORTRAIT,6.747155555555555,1023,225,142,6378.150000000001,1,Trending
PIECE OF CAMO STATIONERY SET,0.0967741935483871,3380,31,28,326.56,0,Budget
PIG KEYRING WITH LIGHT & SOUND,1.0452380952380953,1316,42,38,1231.34,0,Budget
PIG MUG IN TWO COLOUR DESIGNS,0.5154545454545455,128,11,11,60.04,0,Budget
PIGGY BANK RETROSPOT,2.528421052631579,2619,262,188,6308.57,1,Trending
PIN CUSHION BABUSHKA BLUE,3.0875,75,16,16,223.95000000000002,0,Budget
PIN CUSHION BABUSHKA PINK,3.2551219512195124,161,38,25,432.99,0,Budget
PIN CUSHION BABUSHKA RED,3.199411764705882,187,34,29,576.3100000000001,0,Budget
PING MICROWAVE APRON,2.139189189189189,443,72,59,794.39,0,Budget
PING! MICROWAVE PLATE,2.855,101,28,16,246.53,0,Budget
PINK  HEART CONFETTI IN TUBE,1.3948979591836734,864,48,45,766.56,0,Budget
PINK  HEART SHAPE LOVE BUCKET,2.743009708737864,1016,103,63,1686.5200000000002,0,Budget
PINK  HONEYCOMB PAPER BALL,1.8675,417,24,21,607.86,0,Budget
PINK  HONEYCOMB PAPER FAN,0.9534883720930233,437,41,37,366.70000000000005,0,Budget
PINK  POLKADOT CUP,0.8461764705882353,2574,201,141,2051.4,1,Trending
PINK  POLKADOT PLATE,1.6716793893129769,1911,130,95,3010.71,0,Budget
PINK & WHITE BREAKFAST TRAY,4.021428571428571,59,14,11,198.05,0,Budget
PINK 3 PIECE POLKADOT CUTLERY SET,3.803861386138614,1392,101,82,5010.400000000001,0,Budget
PINK AND WHITE CHRISTMAS TREE 120CM,2.573157894736842,186,19,17,465.38,0,Budget
PINK BABY BUNTING,2.973961352657005,1965,204,162,5448.11,1,Trending
PINK BLUE FELT CRAFT TRINKET BOX,1.269508547008547,10225,457,277,11629.39,3,Niche
PINK CANDYSTUFT ARTIFICIAL FLOWER,1.0645454545454545,137,11,11,96.88999999999999,0,Budget
PINK CAT BOWL,1.61,168,40,30,249.42000000000002,0,Budget
PINK CHICK EGG WARMER + EGG CUP,1.2447368421052631,136,18,16,163.1,0,Budget
PINK CREAM FELT CRAFT TRINKET BOX,1.2744545454545455,7131,535,312,8648.49,3,Niche
PINK DIAMANTE PEN IN GIFT BOX,5.616666666666667,72,24,12,365.62,0,Budget
PINK DINER WALL CLOCK,8.457070707070708,282,98,75,2325.6,0,Budget
PINK DISCO HANDBAG,2.348095238095238,83,21,17,176.39,0,Budget
PINK DOG BOWL,2.240754716981132,436,52,39,613.24,0,Budget
PINK DOUGHNUT TRINKET POT,1.6367052023121387,1608,164,85,2142.6,0,Budget
PINK DRAWER KNOB ACRYLIC EDWARDIAN,1.247231638418079,3345,170,84,3926.72,1,Trending
PINK ENAMEL+GLASS HAIR COMB,2.0125,231,12,8,413.7,0,Budget
PINK FAIRY CAKE CHILDRENS APRON,1.9738403990024938,3144,397,250,5823.36,1,Trending
PINK FAIRY CAKE CUSHION COVER,3.475714285714286,123,33,25,436.05,0,Budget
